W0715 06:56:02.185000 511 /root/wuyl/pytorch-main/torch/distributed/run.py:874] 
W0715 06:56:02.185000 511 /root/wuyl/pytorch-main/torch/distributed/run.py:874] *****************************************
W0715 06:56:02.185000 511 /root/wuyl/pytorch-main/torch/distributed/run.py:874] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0715 06:56:02.185000 511 /root/wuyl/pytorch-main/torch/distributed/run.py:874] *****************************************
[verify-fsdp] fsdp package:[verify-fsdp] fsdp package:[verify-fsdp] fsdp package:[verify-fsdp] fsdp package:[verify-fsdp] fsdp package:[verify-fsdp] fsdp package:[verify-fsdp] fsdp package: [verify-fsdp] fsdp package:     /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py  /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py/root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py/root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py/root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py/root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
/root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
/root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py



[verify-fsdp] fully_shard module:

[verify-fsdp] fully_shard module:[verify-fsdp] fully_shard module: [verify-fsdp] fully_shard module:[verify-fsdp] fully_shard module:[verify-fsdp] fully_shard module:  [verify-fsdp] fully_shard module:  [verify-fsdp] fully_shard module:/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
 
/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py

/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module:/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module:[verify-fsdp] param_group module:[verify-fsdp] param_group module: 

[verify-fsdp] param_group module:[verify-fsdp] param_group module:    /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py[verify-fsdp] param_group module:/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
 
/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py


/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module:[verify-fsdp] mori sdma module:
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py[verify-fsdp] mori sdma module:

[verify-fsdp] mori sdma module:[verify-fsdp] mori sdma module:   [verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py [verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py

/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
 
/root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py


Loading Qwen model config and initializing weights...
Applying FSDP2 layer-by-layer sharding (num_params=6,754,997,760)...
FSDP2 model is ready; starting optimizer setup and benchmark.
/root/wuyl/pytorch-main/torch/distributed/c10d_logger.py:83: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  return func(*args, **kwargs)
[rank0]:[W715 06:56:48.949723607 ProcessGroupNCCL.cpp:5293] Guessing device ID based on global rank. This can cause a hang if rank to GPU mapping is heterogeneous. You can specify device_id in init_process_group()
steps=0-4 mode=native avg_time_s=0.331218 min_time_s=0.329062 max_time_s=0.332291 tokens_per_s=98931.84 tflops=4009.71 tflops_per_gpu=250.61 loss=11.103961
steps=5-9 mode=native avg_time_s=0.330380 min_time_s=0.329432 max_time_s=0.331870 tokens_per_s=99182.83 tflops=4019.88 tflops_per_gpu=251.24 loss=11.115269
steps=10-14 mode=native avg_time_s=0.330934 min_time_s=0.329741 max_time_s=0.331912 tokens_per_s=99016.57 tflops=4013.14 tflops_per_gpu=250.82 loss=11.103737
steps=15-19 mode=native avg_time_s=0.330083 min_time_s=0.329393 max_time_s=0.330889 tokens_per_s=99272.00 tflops=4023.49 tflops_per_gpu=251.47 loss=11.059937
steps=20-24 mode=native avg_time_s=0.330395 min_time_s=0.329291 max_time_s=0.331922 tokens_per_s=99178.21 tflops=4019.69 tflops_per_gpu=251.23 loss=11.104100
steps=25-29 mode=native avg_time_s=0.330546 min_time_s=0.328520 max_time_s=0.331606 tokens_per_s=99133.00 tflops=4017.86 tflops_per_gpu=251.12 loss=11.071856
steps=30-34 mode=native avg_time_s=0.330993 min_time_s=0.330123 max_time_s=0.331983 tokens_per_s=98999.18 tflops=4012.44 tflops_per_gpu=250.78 loss=11.095465
steps=35-39 mode=native avg_time_s=0.330477 min_time_s=0.328737 max_time_s=0.331486 tokens_per_s=99153.80 tflops=4018.70 tflops_per_gpu=251.17 loss=11.099360
steps=40-44 mode=native avg_time_s=0.329912 min_time_s=0.328747 max_time_s=0.331345 tokens_per_s=99323.50 tflops=4025.58 tflops_per_gpu=251.60 loss=11.038152
steps=45-49 mode=native avg_time_s=0.330184 min_time_s=0.329672 max_time_s=0.330619 tokens_per_s=99241.66 tflops=4022.26 tflops_per_gpu=251.39 loss=11.044635
steps=50-54 mode=native avg_time_s=0.331258 min_time_s=0.330395 max_time_s=0.332870 tokens_per_s=98919.80 tflops=4009.22 tflops_per_gpu=250.58 loss=11.105977
steps=55-59 mode=native avg_time_s=0.331145 min_time_s=0.330286 max_time_s=0.333438 tokens_per_s=98953.77 tflops=4010.60 tflops_per_gpu=250.66 loss=11.059418
steps=60-64 mode=native avg_time_s=0.330417 min_time_s=0.328725 max_time_s=0.332181 tokens_per_s=99171.62 tflops=4019.42 tflops_per_gpu=251.21 loss=11.070611
steps=65-69 mode=native avg_time_s=0.331082 min_time_s=0.330850 max_time_s=0.331387 tokens_per_s=98972.55 tflops=4011.36 tflops_per_gpu=250.71 loss=11.092161
steps=70-74 mode=native avg_time_s=0.330802 min_time_s=0.329788 max_time_s=0.332189 tokens_per_s=99056.09 tflops=4014.74 tflops_per_gpu=250.92 loss=11.060676
steps=75-79 mode=native avg_time_s=0.330534 min_time_s=0.329006 max_time_s=0.332123 tokens_per_s=99136.41 tflops=4018.00 tflops_per_gpu=251.12 loss=10.815099
steps=80-84 mode=native avg_time_s=0.330269 min_time_s=0.328958 max_time_s=0.331411 tokens_per_s=99215.94 tflops=4021.22 tflops_per_gpu=251.33 loss=10.563243
steps=85-89 mode=native avg_time_s=0.330717 min_time_s=0.329873 max_time_s=0.331907 tokens_per_s=99081.55 tflops=4015.77 tflops_per_gpu=250.99 loss=10.448511
steps=90-94 mode=native avg_time_s=0.329883 min_time_s=0.328524 max_time_s=0.331076 tokens_per_s=99332.15 tflops=4025.93 tflops_per_gpu=251.62 loss=10.447808
steps=95-99 mode=native avg_time_s=0.330904 min_time_s=0.329833 max_time_s=0.332458 tokens_per_s=99025.65 tflops=4013.51 tflops_per_gpu=250.84 loss=10.459554
steps=100-104 mode=native avg_time_s=0.331058 min_time_s=0.329139 max_time_s=0.333915 tokens_per_s=98979.76 tflops=4011.65 tflops_per_gpu=250.73 loss=10.462593
steps=105-109 mode=native avg_time_s=0.331171 min_time_s=0.330338 max_time_s=0.332192 tokens_per_s=98945.99 tflops=4010.28 tflops_per_gpu=250.64 loss=10.420835
