model,dtype,kernel,tokens,qp,repetitions,total_median_us,total_min_us,total_max_us,p95_rank_max_median_us,total_runs_us
r1,fp8,v2_ll,16,4,3,122.96081001163813,120.75953420797556,131.4477711466366,128.37300077080727,"[131.4477711466366, 120.75953420797556, 122.96081001163813]"
r1,fp8,v2_ll,16,8,3,156.25733377990025,153.90547580920673,159.41878844951762,171.3959977030754,"[153.90547580920673, 156.25733377990025, 159.41878844951762]"
r1,fp8,v2_ll,64,1,3,182.23262688241385,182.05299089534273,182.43477127418436,189.96380418539047,"[182.05299089534273, 182.23262688241385, 182.43477127418436]"
r1,fp8,v2_ll,64,2,3,183.5882451128343,182.96040269417753,183.77815015967292,193.2429999113083,"[183.77815015967292, 182.96040269417753, 183.5882451128343]"
r1,fp8,v2_ll,64,4,3,192.6530772691657,190.48244359999381,193.33288961507637,200.83559900522232,"[190.48244359999381, 192.6530772691657, 193.33288961507637]"
r1,fp8,v2_ll,64,8,3,206.68034228207222,206.22518891468644,207.67740900467695,215.6747967004776,"[206.22518891468644, 207.67740900467695, 206.68034228207222]"
r1,fp8,v2_ll,256,1,3,427.0893931549428,424.2249607943512,430.1800980585916,458.41439962387085,"[427.0893931549428, 430.1800980585916, 424.2249607943512]"
r1,fp8,v2_ll,256,2,3,435.8562618686721,433.8379174727818,438.8238845457291,462.0296001434326,"[435.8562618686721, 438.8238845457291, 433.8379174727818]"
r1,fp8,v2_ll,256,4,3,428.35952657885076,421.7904473911842,428.8779839809085,460.52560210227966,"[428.8779839809085, 421.7904473911842, 428.35952657885076]"
r1,fp8,v2_ll,256,8,3,436.712802837378,436.23938347245087,444.5153134232708,468.5250073671341,"[444.5153134232708, 436.23938347245087, 436.712802837378]"
r1,fp8,v2_ll,1024,1,3,1315.394961821108,1309.073044950592,1321.7790560347253,1409.106993675232,"[1309.073044950592, 1321.7790560347253, 1315.394961821108]"
r1,fp8,v2_ll,1024,2,3,1333.0201795324683,1303.7812855608504,1340.263400098373,1438.759970664978,"[1340.263400098373, 1303.7812855608504, 1333.0201795324683]"
r1,fp8,v2_ll,1024,4,3,1266.2929037007793,1266.2011234667793,1280.6978013751836,1377.0480155944824,"[1266.2929037007793, 1266.2011234667793, 1280.6978013751836]"
r1,fp8,v2_ll,1024,8,3,1181.436698048793,1178.0364420907251,1190.2821017108088,1253.612768650055,"[1178.0364420907251, 1190.2821017108088, 1181.436698048793]"
r1,fp8,v2_ll,4096,1,3,4629.277038676985,4628.028469609803,4653.921020698958,4794.525980949402,"[4628.028469609803, 4629.277038676985, 4653.921020698958]"
r1,fp8,v2_ll,4096,2,3,4970.982476298152,4958.30663370675,4982.517709762886,5301.286935806274,"[4970.982476298152, 4982.517709762886, 4958.30663370675]"
r1,fp8,v2_ll,4096,4,3,4803.341562634912,4730.579484125664,4812.689608797945,5375.781559944153,"[4812.689608797945, 4730.579484125664, 4803.341562634912]"
r1,fp8,v2_ll,4096,8,3,4323.396549142641,4309.745891083931,4351.370830088854,4535.473275184631,"[4351.370830088854, 4309.745891083931, 4323.396549142641]"
r1,fp8,v2_ll,8192,1,3,9047.572327071222,9044.192551538861,9081.665552895645,9360.351657867432,"[9044.192551538861, 9081.665552895645, 9047.572327071222]"
r1,fp8,v2_ll,8192,2,3,9518.260986640536,9511.287633715005,9529.211963559019,9919.325065612793,"[9511.287633715005, 9529.211963559019, 9518.260986640536]"
r1,fp8,v2_ll,8192,4,3,8718.74969118628,8648.591631445392,43210.30685665279,9203.182411193848,"[43210.30685665279, 8648.591631445392, 8718.74969118628]"
r1,fp8,v2_ll,8192,8,3,9743.56175316819,9212.752645899509,11031.22480367792,17838.79356384277,"[11031.22480367792, 9212.752645899509, 9743.56175316819]"
r1,fp8,v2_ll,16384,1,3,17844.60759985036,17807.067630619837,17869.043072749828,18320.714378356934,"[17869.043072749828, 17807.067630619837, 17844.60759985036]"
r1,fp8,v2_ll,16384,2,3,19218.278916745352,19163.89107909696,19294.09992900388,20167.04692840576,"[19218.278916745352, 19163.89107909696, 19294.09992900388]"
r1,fp8,v2_ll,16384,4,3,17239.73515115935,17163.936394041983,17305.422968905546,18124.507331848145,"[17239.73515115935, 17163.936394041983, 17305.422968905546]"
r1,fp8,v2_ll,16384,8,3,56384.54069299944,44861.897460345564,58152.438533203356,115749.98664855953,"[58152.438533203356, 56384.54069299944, 44861.897460345564]"
