W0713 11:56:26.160000 77325 /root/wuyl/pytorch-main/torch/distributed/run.py:874] 
W0713 11:56:26.160000 77325 /root/wuyl/pytorch-main/torch/distributed/run.py:874] *****************************************
W0713 11:56:26.160000 77325 /root/wuyl/pytorch-main/torch/distributed/run.py:874] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0713 11:56:26.160000 77325 /root/wuyl/pytorch-main/torch/distributed/run.py:874] *****************************************
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
Loading Qwen model config and initializing weights...
Applying FSDP2 layer-by-layer sharding (num_params=6,754,997,760)...
FSDP2 model is ready; starting optimizer setup and benchmark.
/root/wuyl/pytorch-main/torch/distributed/c10d_logger.py:83: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  return func(*args, **kwargs)
[rank0]:[W713 11:57:42.856806064 ProcessGroupNCCL.cpp:5293] Guessing device ID based on global rank. This can cause a hang if rank to GPU mapping is heterogeneous. You can specify device_id in init_process_group()
steps=0-4 mode=native avg_time_s=0.662943 min_time_s=0.575003 max_time_s=0.814186 tokens_per_s=49428.05 tflops=2003.32 tflops_per_gpu=125.21 loss=11.056550
steps=5-9 mode=native avg_time_s=0.661427 min_time_s=0.569160 max_time_s=0.736409 tokens_per_s=49541.37 tflops=2007.91 tflops_per_gpu=125.49 loss=11.110868
steps=10-14 mode=native avg_time_s=0.708510 min_time_s=0.605879 max_time_s=0.850640 tokens_per_s=46249.19 tflops=1874.48 tflops_per_gpu=117.15 loss=11.091245
steps=15-19 mode=native avg_time_s=0.654786 min_time_s=0.609824 max_time_s=0.718864 tokens_per_s=50043.86 tflops=2028.28 tflops_per_gpu=126.77 loss=11.053947
steps=20-24 mode=native avg_time_s=0.624044 min_time_s=0.593638 max_time_s=0.694189 tokens_per_s=52509.12 tflops=2128.19 tflops_per_gpu=133.01 loss=11.125942
steps=25-29 mode=native avg_time_s=0.585803 min_time_s=0.549199 max_time_s=0.605005 tokens_per_s=55936.85 tflops=2267.12 tflops_per_gpu=141.69 loss=11.071662
steps=30-34 mode=native avg_time_s=0.595947 min_time_s=0.538044 max_time_s=0.708334 tokens_per_s=54984.72 tflops=2228.53 tflops_per_gpu=139.28 loss=11.038200
steps=35-39 mode=native avg_time_s=0.572277 min_time_s=0.539970 max_time_s=0.604326 tokens_per_s=57258.96 tflops=2320.70 tflops_per_gpu=145.04 loss=11.150709
steps=40-44 mode=native avg_time_s=0.551320 min_time_s=0.538557 max_time_s=0.589645 tokens_per_s=59435.55 tflops=2408.92 tflops_per_gpu=150.56 loss=11.024789
steps=45-49 mode=native avg_time_s=0.573246 min_time_s=0.545545 max_time_s=0.646796 tokens_per_s=57162.21 tflops=2316.78 tflops_per_gpu=144.80 loss=11.149323
steps=50-54 mode=native avg_time_s=0.566889 min_time_s=0.540894 max_time_s=0.599969 tokens_per_s=57803.24 tflops=2342.76 tflops_per_gpu=146.42 loss=11.093224
steps=55-59 mode=native avg_time_s=0.607885 min_time_s=0.557057 max_time_s=0.636202 tokens_per_s=53904.89 tflops=2184.76 tflops_per_gpu=136.55 loss=11.059204
steps=60-64 mode=native avg_time_s=0.564189 min_time_s=0.541065 max_time_s=0.602745 tokens_per_s=58079.86 tflops=2353.98 tflops_per_gpu=147.12 loss=11.042061
steps=65-69 mode=native avg_time_s=0.587460 min_time_s=0.545081 max_time_s=0.711883 tokens_per_s=55779.08 tflops=2260.73 tflops_per_gpu=141.30 loss=11.097533
steps=70-74 mode=native avg_time_s=0.595509 min_time_s=0.542890 max_time_s=0.645667 tokens_per_s=55025.18 tflops=2230.17 tflops_per_gpu=139.39 loss=11.085835
steps=75-79 mode=native avg_time_s=0.547942 min_time_s=0.543871 max_time_s=0.558851 tokens_per_s=59801.99 tflops=2423.77 tflops_per_gpu=151.49 loss=11.001960
steps=80-84 mode=native avg_time_s=0.551310 min_time_s=0.542357 max_time_s=0.569622 tokens_per_s=59436.61 tflops=2408.96 tflops_per_gpu=150.56 loss=10.608568
steps=85-89 mode=native avg_time_s=0.587849 min_time_s=0.542891 max_time_s=0.654141 tokens_per_s=55742.25 tflops=2259.23 tflops_per_gpu=141.20 loss=10.482648
steps=90-94 mode=native avg_time_s=0.546897 min_time_s=0.542340 max_time_s=0.549572 tokens_per_s=59916.22 tflops=2428.40 tflops_per_gpu=151.78 loss=10.462100
steps=95-99 mode=native avg_time_s=0.563890 min_time_s=0.542143 max_time_s=0.605174 tokens_per_s=58110.64 tflops=2355.22 tflops_per_gpu=147.20 loss=10.454423
steps=100-104 mode=native avg_time_s=0.549200 min_time_s=0.542238 max_time_s=0.564874 tokens_per_s=59664.94 tflops=2418.22 tflops_per_gpu=151.14 loss=10.466361
steps=105-109 mode=native avg_time_s=0.544178 min_time_s=0.539445 max_time_s=0.549342 tokens_per_s=60215.64 tflops=2440.54 tflops_per_gpu=152.53 loss=10.451502
