W0713 12:19:26.148000 233642 /root/wuyl/pytorch-main/torch/distributed/run.py:874] 
W0713 12:19:26.148000 233642 /root/wuyl/pytorch-main/torch/distributed/run.py:874] *****************************************
W0713 12:19:26.148000 233642 /root/wuyl/pytorch-main/torch/distributed/run.py:874] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0713 12:19:26.148000 233642 /root/wuyl/pytorch-main/torch/distributed/run.py:874] *****************************************
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
[verify-fsdp] fsdp package: /root/wuyl/pytorch-main/torch/distributed/fsdp/__init__.py
[verify-fsdp] fully_shard module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fully_shard.py
[verify-fsdp] param_group module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py
[verify-fsdp] mori sdma module: /root/wuyl/pytorch-main/torch/distributed/fsdp/_fully_shard/_mori_sdma_allgather.py
Loading Qwen model config and initializing weights...
Applying FSDP2 layer-by-layer sharding (num_params=6,754,997,760)...
FSDP2 model is ready; starting optimizer setup and benchmark.
/root/wuyl/pytorch-main/torch/distributed/c10d_logger.py:83: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  return func(*args, **kwargs)
[rank0]:[W713 12:20:44.612636470 ProcessGroupNCCL.cpp:5293] Guessing device ID based on global rank. This can cause a hang if rank to GPU mapping is heterogeneous. You can specify device_id in init_process_group()
steps=0-4 mode=native avg_time_s=0.677358 min_time_s=0.568800 max_time_s=0.795397 tokens_per_s=48376.21 tflops=1960.69 tflops_per_gpu=122.54 loss=11.056550
steps=5-9 mode=native avg_time_s=0.646275 min_time_s=0.540265 max_time_s=0.708058 tokens_per_s=50702.89 tflops=2054.99 tflops_per_gpu=128.44 loss=11.110868
steps=10-14 mode=native avg_time_s=0.632445 min_time_s=0.553885 max_time_s=0.727625 tokens_per_s=51811.65 tflops=2099.93 tflops_per_gpu=131.25 loss=11.091245
steps=15-19 mode=native avg_time_s=0.646318 min_time_s=0.593123 max_time_s=0.694677 tokens_per_s=50699.52 tflops=2054.85 tflops_per_gpu=128.43 loss=11.053947
steps=20-24 mode=native avg_time_s=0.648535 min_time_s=0.559226 max_time_s=0.723499 tokens_per_s=50526.20 tflops=2047.83 tflops_per_gpu=127.99 loss=11.125942
steps=25-29 mode=native avg_time_s=0.595449 min_time_s=0.538073 max_time_s=0.643716 tokens_per_s=55030.73 tflops=2230.39 tflops_per_gpu=139.40 loss=11.071662
steps=30-34 mode=native avg_time_s=0.608297 min_time_s=0.553352 max_time_s=0.671636 tokens_per_s=53868.39 tflops=2183.28 tflops_per_gpu=136.46 loss=11.038200
steps=35-39 mode=native avg_time_s=0.620584 min_time_s=0.564230 max_time_s=0.710967 tokens_per_s=52801.85 tflops=2140.06 tflops_per_gpu=133.75 loss=11.150709
steps=40-44 mode=native avg_time_s=0.589150 min_time_s=0.550557 max_time_s=0.661196 tokens_per_s=55619.14 tflops=2254.24 tflops_per_gpu=140.89 loss=11.024789
steps=45-49 mode=native avg_time_s=0.593314 min_time_s=0.539276 max_time_s=0.654961 tokens_per_s=55228.78 tflops=2238.42 tflops_per_gpu=139.90 loss=11.149323
steps=50-54 mode=native avg_time_s=0.569113 min_time_s=0.541871 max_time_s=0.636429 tokens_per_s=57577.28 tflops=2333.61 tflops_per_gpu=145.85 loss=11.093224
steps=55-59 mode=native avg_time_s=0.549640 min_time_s=0.541919 max_time_s=0.575177 tokens_per_s=59617.18 tflops=2416.28 tflops_per_gpu=151.02 loss=11.059204
steps=60-64 mode=native avg_time_s=0.578208 min_time_s=0.545290 max_time_s=0.611801 tokens_per_s=56671.67 tflops=2296.90 tflops_per_gpu=143.56 loss=11.042061
steps=65-69 mode=native avg_time_s=0.552359 min_time_s=0.537769 max_time_s=0.568165 tokens_per_s=59323.68 tflops=2404.39 tflops_per_gpu=150.27 loss=11.097533
steps=70-74 mode=native avg_time_s=0.588224 min_time_s=0.542470 max_time_s=0.639698 tokens_per_s=55706.66 tflops=2257.79 tflops_per_gpu=141.11 loss=11.085835
steps=75-79 mode=native avg_time_s=0.550329 min_time_s=0.539550 max_time_s=0.568535 tokens_per_s=59542.51 tflops=2413.26 tflops_per_gpu=150.83 loss=11.001960
steps=80-84 mode=native avg_time_s=0.585274 min_time_s=0.558395 max_time_s=0.610986 tokens_per_s=55987.45 tflops=2269.17 tflops_per_gpu=141.82 loss=10.608568
steps=85-89 mode=native avg_time_s=0.578361 min_time_s=0.542729 max_time_s=0.611306 tokens_per_s=56656.61 tflops=2296.29 tflops_per_gpu=143.52 loss=10.482648
steps=90-94 mode=native avg_time_s=0.575217 min_time_s=0.544543 max_time_s=0.610742 tokens_per_s=56966.33 tflops=2308.84 tflops_per_gpu=144.30 loss=10.462100
steps=95-99 mode=native avg_time_s=0.592414 min_time_s=0.544071 max_time_s=0.716518 tokens_per_s=55312.69 tflops=2241.82 tflops_per_gpu=140.11 loss=10.454423
steps=100-104 mode=native avg_time_s=0.552813 min_time_s=0.545480 max_time_s=0.569886 tokens_per_s=59275.01 tflops=2402.42 tflops_per_gpu=150.15 loss=10.466361
steps=105-109 mode=native avg_time_s=0.559731 min_time_s=0.545127 max_time_s=0.581012 tokens_per_s=58542.38 tflops=2372.72 tflops_per_gpu=148.30 loss=10.451502
